length,price_change,max_price,min_price,volatility,avg_volume,trend_slope,normalized_series,segment_id,start_date,end_date,code
3,0.008458646616541273,53.65,52.67,0.020201208707444407,6185274.0,0.14999999999999858,[0.54081633 0.         1.        ],44,2025-07-09,2025-07-11,688629
4,0.034553990610328704,55.09,51.66,0.047918760487148444,10894533.5,0.46000000000000085,[0.46355685 0.         0.02915452 1.        ],45,2025-07-14,2025-07-17,688629
7,0.04162829250322339,56.55,50.14,0.04611651163840788,13857331.42857143,0.32285714285714256,"[0.6474259  0.5475819  0.06084243 0.         0.11856474 0.75039002
 1.        ]",46,2025-07-18,2025-07-28,688629
3,0.03899873027389803,57.28,53.89,0.06038565368510821,16986633.0,0.7166666666666662,[0.36578171 0.         1.        ],47,2025-07-29,2025-07-31,688629
4,0.028926353149955553,57.98,56.35,0.01070489101621891,14316622.75,0.40749999999999886,[0.         0.07361963 0.2392638  1.        ],48,2025-08-01,2025-08-06,688629
9,0.14381863266029044,64.58,54.68,0.029486423271617858,17472193.333333332,0.9022222222222219,"[0.17979798 0.         0.1030303  0.46565657 0.54545455 0.54747475
 0.55050505 0.82626263 1.        ]",49,2025-08-07,2025-08-19,688629
5,0.2636363636363638,80.62,63.8,0.047169060792424757,29930839.6,3.3640000000000017,[0.         0.07134364 0.37574316 0.87395957 1.        ],50,2025-08-20,2025-08-26,688629
4,0.21822721598002504,97.58,80.1,0.07156019684497222,33871261.0,4.370000000000001,[0.         0.69279176 0.78546911 1.        ],51,2025-08-27,2025-09-01,688629
2,0.006432748538011662,86.05,85.5,,23826814.0,0.2749999999999986,[0. 1.],52,2025-09-02,2025-09-03,688629
2,0.047179487179487264,81.68,78.0,,23969176.0,1.8400000000000034,[0. 1.],53,2025-09-04,2025-09-05,688629
5,0.1107196779063915,88.28,75.79,0.059642868511209375,18479808.2,1.7599999999999993,[0.29543635 0.14571657 0.         0.52602082 1.        ],54,2025-09-08,2025-09-12,688629
2,0.022074040009197535,88.9,86.98,,16549396.5,0.9600000000000009,[0. 1.],55,2025-09-15,2025-09-16,688629
2,0.1999774036831995,106.21,88.51,,29037297.0,8.849999999999994,[0. 1.],56,2025-09-17,2025-09-18,688629
2,0.026202953787517864,107.7,104.95,,31954680.0,1.375,[0. 1.],57,2025-09-19,2025-09-22,688629
3,0.020038535645472047,105.88,102.99,0.02535999226437512,19276538.666666668,0.6933333333333328,[0.28027682 0.         1.        ],58,2025-09-23,2025-09-25,688629
2,0.0055741360089185885,99.22,98.67,,14397032.5,0.2749999999999986,[0. 1.],59,2025-09-26,2025-09-29,688629
6,-0.12784552845528468,98.4,84.49,0.02801211129531467,13947555.833333334,-2.096666666666669,[1.         0.78145219 0.45363048 0.34867002 0.         0.09561467],60,2025-09-30,2025-10-15,688629
5,0.02848968887829301,86.28,81.05,0.03650360469002263,11230744.4,0.4780000000000001,[0.54302103 0.         0.03441683 0.88910134 1.        ],61,2025-10-16,2025-10-22,688629
3,0.08260658914728673,89.38,82.56,0.04384357019579213,17639746.0,2.273333333333331,[0.         0.87096774 1.        ],62,2025-10-23,2025-10-27,688629
4,-0.05900468095590054,81.18,76.1,0.02407981682144672,21056785.5,-1.1975000000000016,[1.         0.69488189 0.         0.05708661],63,2025-10-28,2025-10-31,688629
4,0.03784570596797689,78.43,73.85,0.042490287666151975,12193278.75,0.7150000000000034,[0.37554585 0.22925764 0.         1.        ],64,2025-11-03,2025-11-06,688629
8,0.1468540654144228,87.31,70.88,0.045551377295858994,18357577.625,1.3975000000000009,"[0.31953743 0.14303104 0.06816799 0.         0.20876446 0.50091296
 0.88861838 1.        ]",65,2025-11-07,2025-11-18,688629
2,0.004210526315789467,85.86,85.5,,17348431.0,0.17999999999999972,[0. 1.],66,2025-11-19,2025-11-20,688629
5,0.005428226779251973,83.35,80.0,0.02362111988590125,19755761.2,0.08999999999999772,[0.86567164 0.65671642 0.         0.59701493 1.        ],67,2025-11-21,2025-11-27,688629
8,0.038187311178247696,85.91,76.8,0.02940278860258362,12706492.5,0.3949999999999996,"[0.65312843 0.40614709 0.16794731 0.         0.30076839 0.45444566
 0.80131723 1.        ]",68,2025-11-28,2025-12-09,688629
3,-0.02157255687846279,84.83,81.8,0.03562999521866632,12097884.0,-0.6099999999999994,[1.        0.        0.3960396],69,2025-12-10,2025-12-12,688629
3,-0.0013714000748036334,80.21,77.5,0.04761282158656649,9909679.333333334,-0.03666666666666648,[1.         0.         0.95940959],70,2025-12-15,2025-12-17,688629
5,0.21984732824427483,95.88,77.46,0.06966363792236717,17689152.4,3.4560000000000004,[0.06188925 0.         0.29478827 0.93702497 1.        ],71,2025-12-18,2025-12-24,688629
3,0.1287903488751222,103.86,92.01,0.009337315170749441,25741636.333333332,3.949999999999998,[0.         0.43375527 1.        ],72,2025-12-25,2025-12-29,688629
5,0.05288932419196872,107.5,100.06,0.02317696802142733,20644627.2,1.0800000000000012,[0.27419355 0.         0.36827957 0.79301075 1.        ],73,2025-12-30,2026-01-07,688629
3,0.0337960746768789,107.98,104.45,0.002036912032876666,19695188.0,1.176666666666667,[0.         0.45325779 1.        ],74,2026-01-08,2026-01-12,688629
2,0.06779165040967619,109.47,102.52,,21914840.0,3.4750000000000014,[0. 1.],75,2026-01-13,2026-01-14,688629
7,-0.04154845794820163,109.27,96.66,0.04183847123453271,14143689.285714285,-0.6485714285714275,"[1.         0.88580492 0.57494052 0.         0.28072958 0.36478985
 0.63996828]",76,2026-01-15,2026-01-23,688629
2,0.046099999999999995,104.61,100.0,,11110632.0,2.3049999999999997,[0. 1.],77,2026-01-26,2026-01-27,688629
5,-0.05535018483364978,100.09,91.24,0.04052454781366379,13269419.0,-1.1080000000000012,[1.         0.33333333 0.31186441 0.         0.3740113 ],78,2026-01-28,2026-02-03,688629
4,0.04664502164502151,96.71,88.34,0.05743012309838138,10233346.5,1.077499999999997,[0.48506571 0.         0.24014337 1.        ],79,2026-02-04,2026-02-09,688629
4,0.21706161137440758,115.56,94.35,0.06682016511577082,17647068.5,5.1525,[0.02828854 0.         0.5379538  1.        ],80,2026-02-10,2026-02-13,688629
5,0.190511489992587,128.48,107.92,0.06729888753483995,30410112.8,4.111999999999997,[0.         0.07928016 0.86040856 0.9766537  1.        ],81,2026-02-24,2026-03-02,688629
2,0.006499059346673552,117.7,116.94,,28334607.0,0.38000000000000256,[0. 1.],82,2026-03-03,2026-03-04,688629
2,0.019192357794181446,117.36,115.15,,22914382.0,1.1049999999999969,[0. 1.],83,2026-03-05,2026-03-06,688629
3,0.04707038227938559,117.23,111.96,0.01938942249147913,24260257.333333332,1.7566666666666702,[0.         0.78747628 1.        ],84,2026-03-09,2026-03-11,688629
3,-0.02407002188183808,109.68,106.55,0.023430933360557397,18638838.333333332,-0.8800000000000002,[1.         0.         0.15654952],85,2026-03-12,2026-03-16,688629
2,0.07747306562193938,110.01,102.1,,16556542.0,3.9550000000000054,[0. 1.],86,2026-03-17,2026-03-18,688629
2,0.024508433510390414,109.94,107.31,,20072346.5,1.3149999999999977,[0. 1.],87,2026-03-19,2026-03-20,688629
2,0.008256880733945007,109.9,109.0,,22639762.0,0.45000000000000284,[0. 1.],88,2026-03-23,2026-03-24,688629
3,-0.007280007280007254,109.89,103.1,0.08477361415101325,19666692.0,-0.2666666666666657,[1.         0.         0.88217968],89,2026-03-25,2026-03-27,688629
3,0.032165368928439,111.35,103.28,0.08540228758353725,16930050.666666668,1.1566666666666663,[0.57001239 0.         1.        ],90,2026-03-30,2026-04-01,688629
5,0.1828187669060723,126.81,107.21,0.043698059345958065,20623041.0,3.9200000000000017,[0.         0.42755102 0.48622449 0.98826531 1.        ],91,2026-04-02,2026-04-09,688629
7,0.10297045472644746,138.5,124.53,0.01805772894016362,23241232.0,1.847142857142858,"[0.07444524 0.         0.21259843 0.53328561 0.52612742 0.84967788
 1.        ]",92,2026-04-10,2026-04-20,688629
4,0.022888086642599188,141.67,128.75,0.07869727039566615,30631863.0,0.7924999999999969,[0.75464396 0.40634675 0.         1.        ],93,2026-04-21,2026-04-24,688629
6,0.04425819732392282,142.04,127.16,0.045821704559374524,27809810.0,1.0033333333333303,[0.59543011 0.12701613 0.         0.60752688 0.85080645 1.        ],94,2026-04-27,2026-05-07,688629
2,0.02175186758459059,139.51,136.54,,24940063.0,1.4849999999999994,[0. 1.],95,2026-05-08,2026-05-11,688629
2,0.012433392539964526,136.8,135.12,,23047443.0,0.8400000000000034,[0. 1.],96,2026-05-12,2026-05-13,688629
4,0.12225609756097577,147.24,126.2,0.07767907047345156,23951598.0,4.010000000000005,[0.23764259 0.         0.2661597  1.        ],97,2026-05-14,2026-05-19,688629
4,0.05172531602323193,153.92,134.06,0.09201178015631899,24967366.5,1.8924999999999983,[0.61883182 0.         0.3509567  1.        ],98,2026-05-20,2026-05-25,688629
8,-0.029997479203428403,39.67,36.79,0.024787463526527345,6199964.0,-0.1487500000000006,"[1.         0.50694444 0.         0.21180556 0.57638889 0.57986111
 0.57291667 0.58680556]",0,2024-09-05,2024-09-18,688777
9,0.53125,58.8,38.05,0.058358630530958924,17162901.0,2.2666666666666666,"[0.01686747 0.         0.03228916 0.13542169 0.15903614 0.25108434
 0.34457831 0.59084337 1.        ]",1,2024-09-19,2024-10-08,688777
4,-0.05614769699276734,52.54,48.01,0.04620481167835883,26345423.0,-0.7374999999999989,[1.         0.63796909 0.         0.34878587],2,2024-10-09,2024-10-14,688777
4,0.08127572016460896,52.55,48.6,0.02761425227468907,16968984.75,0.9874999999999989,[0.         0.10379747 0.26582278 1.        ],3,2024-10-15,2024-10-18,688777
5,-0.06037300519130938,52.01,48.09,0.024014021010775356,22096410.4,-0.6280000000000001,[1.         0.60969388 0.12244898 0.         0.19897959],4,2024-10-21,2024-10-25,688777
4,-0.008031301482701824,48.56,47.75,0.010285636947224171,14957185.0,-0.09750000000000014,[1.         0.33333333 0.         0.51851852],5,2024-10-28,2024-10-31,688777
3,0.056680161943319915,49.59,46.93,0.005787397917874695,18913781.0,0.8866666666666679,[0.         0.42105263 1.        ],6,2024-11-01,2024-11-05,688777
5,0.10348339784070071,54.17,49.09,0.017042059636842008,27466955.2,1.0159999999999996,[0.         0.22637795 0.39370079 0.88976378 1.        ],7,2024-11-06,2024-11-12,688777
6,-0.07289927657206455,53.91,47.79,0.0369579562622377,17270883.166666668,-0.6549999999999999,[1.         0.66013072 0.24346405 0.         0.31862745 0.35784314],8,2024-11-13,2024-11-20,688777
5,-0.038265825361286435,49.13,46.05,0.02766596780674279,12727244.6,-0.3760000000000005,[1.         0.33766234 0.15584416 0.         0.38961039],9,2024-11-21,2024-11-27,688777
3,0.06781485468245421,49.6,46.45,0.013963788804807835,14793263.666666666,1.0499999999999996,[0.         0.63809524 1.        ],10,2024-11-28,2024-12-02,688777
2,0.027220630372492803,50.19,48.86,,17024398.5,0.6649999999999991,[0. 1.],11,2024-12-03,2024-12-04,688777
2,0.008833567556715473,50.25,49.81,,15803209.0,0.21999999999999886,[0. 1.],12,2024-12-05,2024-12-06,688777
2,0.01478226128645615,50.8,50.06,,24112269.0,0.36999999999999744,[0. 1.],13,2024-12-09,2024-12-10,688777
8,0.023459244532803177,51.48,49.18,0.0156902307731349,15016684.25,0.14749999999999996,"[0.48695652 0.32608696 0.27391304 0.         0.08695652 0.22173913
 0.99565217 1.        ]",14,2024-12-11,2024-12-20,688777
2,0.013750498206456711,50.87,50.18,,14159571.0,0.34499999999999886,[0. 1.],15,2024-12-23,2024-12-24,688777
2,0.041204437400950984,52.56,50.48,,17938195.5,1.0400000000000027,[0. 1.],16,2024-12-25,2024-12-26,688777
2,0.006610927474236893,51.77,51.43,,18505733.0,0.1700000000000017,[0. 1.],17,2024-12-27,2024-12-30,688777
5,-0.05476142540769073,49.67,46.26,0.02414643845202517,12997696.6,-0.5439999999999998,[1.         0.85043988 0.2170088  0.         0.20234604],18,2024-12-31,2025-01-07,688777
2,0.00781928757602084,46.4,46.04,,13083923.0,0.17999999999999972,[0. 1.],19,2025-01-08,2025-01-09,688777
3,0.05086206896551723,48.76,46.09,0.04568699727601637,14346423.666666666,0.7866666666666665,[0.11610487 0.         1.        ],20,2025-01-10,2025-01-14,688777
5,0.06243474629358952,50.88,47.7,0.021037981761218533,13135763.6,0.5980000000000004,[0.05974843 0.06603774 0.         0.3836478  1.        ],21,2025-01-15,2025-01-21,688777
3,0.021010901883052432,51.51,50.44,0.01514024429187755,13194205.666666666,0.3533333333333317,[0.00934579 0.         1.        ],22,2025-01-22,2025-01-24,688777
3,0.13373134328358208,56.97,50.25,0.05605234986998881,26842085.666666668,2.2399999999999998,[0.         0.19345238 1.        ],23,2025-01-27,2025-02-06,688777
2,0.03708987161198285,58.16,56.08,,36619316.0,1.0399999999999991,[0. 1.],24,2025-02-07,2025-02-10,688777
2,0.011032580589553535,58.65,58.01,,32616417.0,0.3200000000000003,[0. 1.],25,2025-02-11,2025-02-12,688777
3,0.0308469850121993,59.15,57.38,0.01792249313691576,28462249.333333332,0.5899999999999986,[0.         0.90960452 1.        ],26,2025-02-13,2025-02-17,688777
2,0.0554389646729626,60.35,57.18,,29965366.0,1.5850000000000009,[0. 1.],27,2025-02-18,2025-02-19,688777
2,0.03835203483503599,62.0,59.71,,31601220.0,1.1449999999999996,[0. 1.],28,2025-02-20,2025-02-21,688777
3,-0.0068863748155435596,60.99,60.1,0.01584828222122931,27601088.666666668,-0.14000000000000057,[1.         0.         0.52808989],29,2025-02-24,2025-02-26,688777
7,-0.007486812999829927,58.77,54.31,0.04027846607249348,24074560.0,-0.06285714285714354,"[1.         0.         0.0426009  0.12780269 0.20179372 0.77802691
 0.90134529]",30,2025-02-27,2025-03-07,688777
5,-0.019277108433735018,58.1,55.74,0.020948842343260433,14337329.4,-0.22400000000000092,[1.         0.86016949 0.70338983 0.         0.52542373],31,2025-03-10,2025-03-14,688777
6,-0.04847841472045297,56.52,53.64,0.01307383886385786,10427158.166666666,-0.456666666666667,[1.         1.         0.8125     0.58680556 0.         0.04861111],32,2025-03-17,2025-03-24,688777
3,0.0009345794392522834,53.55,53.19,0.008883086944513882,7435668.0,0.01666666666666572,[0.86111111 0.         1.        ],33,2025-03-25,2025-03-27,688777
4,-0.0014944890715486324,53.53,52.41,0.01770140352098103,7830159.75,-0.019999999999999574,[1.         0.61607143 0.         0.92857143],34,2025-03-28,2025-04-02,688777
6,-0.07292859870179458,52.38,44.63,0.0763527190474393,16952330.166666668,-0.6366666666666667,[1.         0.         0.12774194 0.34193548 0.44774194 0.50709677],35,2025-04-03,2025-04-11,688777
6,-0.0006209894431794895,48.31,47.67,0.007341920147511212,7258684.5,-0.005000000000000189,[1.       0.640625 0.359375 0.28125  0.       0.953125],36,2025-04-14,2025-04-21,688777
2,0.012245745122457522,48.77,48.18,,7413376.0,0.2950000000000017,[0. 1.],37,2025-04-22,2025-04-23,688777
4,-0.013089549137751974,48.18,46.89,0.020410881155019517,7765414.0,-0.15750000000000064,[0.96124031 1.         0.         0.47286822],38,2025-04-24,2025-04-29,688777
2,0.030315878736485048,48.6,47.17,,12052415.0,0.7149999999999999,[0. 1.],39,2025-04-30,2025-05-06,688777
2,0.010539367637941683,48.9,48.39,,10734822.5,0.254999999999999,[0. 1.],40,2025-05-07,2025-05-08,688777
2,0.023377165518680958,49.03,47.91,,8135891.0,0.5600000000000023,[0. 1.],41,2025-05-09,2025-05-12,688777
6,-0.04592987492310851,48.77,46.29,0.01233459800666737,7687441.833333333,-0.3733333333333337,[1.         0.90322581 0.36290323 0.27016129 0.         0.09677419],42,2025-05-13,2025-05-20,688777
4,-0.022742040285900027,46.17,44.86,0.012158694107830622,5831357.75,-0.26250000000000107,[1.         0.6259542  0.         0.19847328],43,2025-05-21,2025-05-26,688777
3,0.019753086419753145,45.43,44.55,0.01044555355775798,7164468.333333333,0.29333333333333417,[0.    0.125 1.   ],44,2025-05-27,2025-05-29,688777
4,0.026984126984126933,45.29,44.1,0.0074100584294287215,6131430.25,0.29749999999999943,[0.         0.02521008 0.43697479 1.        ],45,2025-05-30,2025-06-05,688777
2,0.006859924762115563,45.5,45.19,,6383281.0,0.15500000000000114,[0. 1.],46,2025-06-06,2025-06-09,688777
2,0.008320215875871477,44.84,44.47,,6800067.5,0.18500000000000227,[0. 1.],47,2025-06-10,2025-06-11,688777
10,0.010148849797022907,44.79,42.67,0.013290564397079116,7559783.9,0.044999999999999575,"[0.78773585 0.75943396 0.48584906 0.22641509 0.22641509 0.06603774
 0.         0.0990566  0.61792453 1.        ]",48,2025-06-12,2025-06-25,688777
3,0.012170385395537506,44.91,44.37,0.008285126916569614,6988837.666666667,0.17999999999999972,[0.         0.01851852 1.        ],49,2025-06-26,2025-06-30,688777
3,-0.000223763705526919,44.69,44.33,0.01127893572748688,5100548.0,-0.00333333333333267,[1.         0.         0.97222222],50,2025-07-01,2025-07-03,688777
10,0.05899572168430545,47.03,44.26,0.006589443906733268,8493551.0,0.26200000000000045,"[0.05415162 0.         0.31407942 0.37184116 0.40794224 0.566787
 0.59566787 0.76895307 0.89530686 1.        ]",51,2025-07-04,2025-07-17,688777
2,0.002347918890074694,46.96,46.85,,10541477.5,0.054999999999999716,[0. 1.],52,2025-07-18,2025-07-21,688777
6,0.035386911106373986,48.57,46.45,0.01329131877300357,13691149.333333334,0.2766666666666673,[0.21698113 0.         0.52830189 0.62264151 0.63679245 1.        ],53,2025-07-22,2025-07-29,688777
4,0.009639564124057018,48.18,47.72,0.0027799111475458947,11742207.5,0.11500000000000021,[0.         0.26086957 0.34782609 1.        ],54,2025-07-30,2025-08-04,688777
2,0.022930998540754668,49.07,47.97,,14803579.0,0.5500000000000007,[0. 1.],55,2025-08-05,2025-08-06,688777
3,-0.0010313531353134727,48.48,47.6,0.025165074723024778,11541601.0,-0.01666666666666572,[1.         0.         0.94318182],56,2025-08-07,2025-08-11,688777
2,0.007294706127553177,48.33,47.98,,12003098.0,0.1750000000000007,[0. 1.],57,2025-08-12,2025-08-13,688777
5,0.07855939342881223,51.21,47.48,0.01651060380503006,20702773.6,0.7460000000000008,[0.         0.30294906 0.47453083 0.47989276 1.        ],58,2025-08-14,2025-08-20,688777
3,0.029575228265184494,51.87,50.38,0.017866204669871367,22617624.666666668,0.496666666666665,[0.        0.9261745 1.       ],59,2025-08-21,2025-08-25,688777
3,0.014174757281553338,52.23,51.02,0.02336038838688256,24096861.333333332,0.2433333333333323,[0.39669421 0.         1.        ],60,2025-08-26,2025-08-28,688777
7,-0.02307692307692313,52.0,47.22,0.032738061285346974,21923595.14285714,-0.17142857142857185,"[1.         0.75523013 0.48117155 0.20920502 0.         0.23640167
 0.74895397]",61,2025-08-29,2025-09-08,688777
6,0.040112880467647695,51.6,49.26,0.010041097997932725,17104373.5,0.331666666666667,[0.14957265 0.         0.44017094 0.58119658 0.76495726 1.        ],62,2025-09-09,2025-09-16,688777
4,-0.018798449612403078,51.6,50.38,0.009744391233418762,19639970.5,-0.24249999999999972,[1.         0.47540984 0.         0.20491803],63,2025-09-17,2025-09-22,688777
2,0.07729566094853695,53.38,49.55,,33817740.0,1.9150000000000027,[0. 1.],64,2025-09-23,2025-09-24,688777
7,0.12218045112781954,59.7,52.3,0.022608084893505777,31454070.714285713,0.9285714285714286,"[0.12162162 0.         0.18378378 0.37567568 0.74054054 0.78243243
 1.        ]",65,2025-09-25,2025-10-13,688777
2,0.008824059067170934,56.02,55.53,,30089844.0,0.245000000000001,[0. 1.],66,2025-10-14,2025-10-15,688777
4,-0.022564667033571763,54.51,52.74,0.02225504083921334,15195221.25,-0.3074999999999992,[1.         0.         0.00564972 0.30508475],67,2025-10-16,2025-10-21,688777
2,0.014843006660323524,53.33,52.55,,10299116.5,0.39000000000000057,[0. 1.],68,2025-10-22,2025-10-23,688777
2,0.0018832391713747914,53.2,53.1,,21235753.0,0.05000000000000071,[0. 1.],69,2025-10-24,2025-10-27,688777
2,0.010947527368818525,53.56,52.98,,14700457.5,0.2900000000000027,[0. 1.],70,2025-10-28,2025-10-29,688777
2,0.006153846153846159,52.32,52.0,,13362491.0,0.16000000000000014,[0. 1.],71,2025-10-30,2025-10-31,688777
4,-0.01645933014354066,52.25,50.6,0.021012132538963155,10447018.25,-0.21499999999999986,[1.         0.16363636 0.         0.47878788],72,2025-11-03,2025-11-06,688777
5,-0.0029655990510082755,50.58,49.45,0.0141294420502621,9098516.6,-0.029999999999999714,[1.         0.7079646  0.15929204 0.         0.86725664],73,2025-11-07,2025-11-13,688777
2,0.011966493817311555,50.74,50.14,,7374235.5,0.3000000000000007,[0. 1.],74,2025-11-14,2025-11-17,688777
5,0.014348345954563548,50.9,49.07,0.019489249994676563,8307924.6,0.14399999999999977,[0.60655738 0.         0.07103825 0.33333333 1.        ],75,2025-11-18,2025-11-24,688777
5,0.012512413108242214,50.98,49.74,0.013681460320146615,6910608.0,0.12599999999999908,[0.49193548 0.27419355 0.         0.08064516 1.        ],76,2025-11-25,2025-12-01,688777
5,0.046649535481320406,52.95,50.59,0.005826432538408988,8062798.8,0.47199999999999986,[0.         0.11016949 0.30084746 0.58898305 1.        ],77,2025-12-02,2025-12-08,688777
2,0.0061680801850424105,52.2,51.88,,7552730.0,0.16000000000000014,[0. 1.],78,2025-12-09,2025-12-10,688777
5,-0.06392961876832837,51.15,47.52,0.01888565723900036,10206204.4,-0.6539999999999992,[1.         0.86225895 0.43801653 0.         0.09917355],79,2025-12-11,2025-12-17,688777
7,0.0501386814593557,49.22,46.87,0.006796129238078946,8022763.714285715,0.3357142857142859,"[0.         0.34468085 0.54042553 0.50212766 0.56170213 0.81276596
 1.        ]",80,2025-12-18,2025-12-26,688777
5,0.03157031570315701,50.32,48.78,0.006047200075407677,10014717.4,0.30799999999999983,[0.         0.03246753 0.36363636 0.83766234 1.        ],81,2025-12-29,2026-01-06,688777
6,0.36518089146512084,68.3,50.03,0.03113767873107477,49070921.166666664,3.0449999999999995,[0.         0.14942529 0.19759168 0.41269841 0.72468528 1.        ],82,2026-01-07,2026-01-14,688777
3,-0.007784431137724492,66.8,64.32,0.047799276656265675,43224966.666666664,-0.173333333333332,[1.         0.         0.79032258],83,2026-01-15,2026-01-19,688777
6,0.33678593848085386,85.18,63.72,0.0544000092792229,46737129.666666664,3.576666666666668,[0.         0.26374651 0.27446412 0.51630941 0.96877912 1.        ],84,2026-01-20,2026-01-27,688777
5,0.1036468330134357,92.0,83.26,0.035534882372367134,40208216.4,1.7280000000000002,[0.01144165 0.         0.06521739 0.24485126 1.        ],85,2026-01-28,2026-02-03,688777
2,0.016554809843400332,90.88,89.4,,35099926.0,0.7399999999999949,[0. 1.],86,2026-02-04,2026-02-05,688777
3,-0.014285714285714285,87.5,85.09,0.029115462132845903,28825976.0,-0.4166666666666667,[1.        0.        0.4813278],87,2026-02-06,2026-02-10,688777
7,-0.04387219837863606,83.88,77.8,0.020213169893774204,20242525.0,-0.5257142857142847,"[1.         0.96381579 0.60855263 0.18092105 0.         0.21875
 0.39473684]",88,2026-02-11,2026-02-27,688777
4,-0.030652815185327698,77.97,70.55,0.07527385852877581,26957082.0,-0.5975000000000001,[1.         0.         0.29649596 0.67789757],89,2026-03-02,2026-03-05,688777
2,0.0016161616161616773,74.37,74.25,,16261444.0,0.060000000000002274,[0. 1.],90,2026-03-06,2026-03-09,688777
4,-0.03852392538523937,73.98,70.99,0.015115736220670138,14378750.75,-0.7125000000000021,[1.         0.30100334 0.         0.04682274],91,2026-03-10,2026-03-13,688777
3,0.044585987261146376,73.8,70.65,0.024382895236752782,18360306.333333332,1.0499999999999972,[0.         0.11111111 1.        ],92,2026-03-16,2026-03-18,688777
5,-0.061419797171832755,70.01,63.2,0.04094435047515051,19282460.6,-0.8600000000000023,[1.         0.55800294 0.         0.1174743  0.36857562],93,2026-03-19,2026-03-25,688777
2,0.010920436817472744,64.8,64.1,,9712834.0,0.3500000000000014,[0. 1.],94,2026-03-26,2026-03-27,688777
3,0.03148148148148158,66.84,64.45,0.030040897487893285,13159805.333333334,0.680000000000002,[0.14644351 0.         1.        ],95,2026-03-30,2026-04-01,688777
4,0.05742513121333743,68.5,62.52,0.06560917644959115,12131747.0,0.9299999999999997,[0.37792642 0.24749164 0.         1.        ],96,2026-04-02,2026-04-08,688777
4,0.011892374015162735,68.07,64.8,0.04230269422702145,17526741.75,0.1999999999999993,[0.75535168 0.67278287 0.         1.        ],97,2026-04-09,2026-04-14,688777
4,0.0818181818181819,71.4,66.0,0.014623819660999578,17549565.25,1.3500000000000014,[0.         0.25555556 0.45185185 1.        ],98,2026-04-15,2026-04-20,688777
10,0.200116262171196,82.58,67.0,0.03787135685621553,23750500.3,1.3769999999999996,"[0.11617458 0.09114249 0.         0.02503209 0.50770218 0.60012837
 0.67137356 0.78883184 0.97689345 1.        ]",99,2026-04-21,2026-05-07,688777
2,0.006876227897838928,82.0,81.44,,23900125.0,0.28000000000000114,[0. 1.],100,2026-05-08,2026-05-11,688777
7,0.11679573441665612,87.97,75.43,0.0384039742227313,26412117.14285714,1.3142857142857147,"[0.26634769 0.26874003 0.         0.28947368 0.68740032 0.9354067
 1.        ]",101,2026-05-12,2026-05-20,688777
4,0.05598114319387154,89.6,84.85,0.002548864111197987,25752114.0,1.1875,[0.         0.27578947 0.62526316 1.        ],102,2026-05-21,2026-05-26,688777
7,0.018390804597701167,8.86,8.41,0.018841225658088198,4659977.857142857,0.022857142857142878,"[0.64444444 0.4        0.42222222 0.         0.08888889 0.48888889
 1.        ]",0,2024-08-22,2024-08-30,688313
4,0.003496503496503422,8.61,8.47,0.01471371507523226,4521413.5,0.00749999999999984,[0.78571429 0.78571429 0.         1.        ],1,2024-09-02,2024-09-05,688313
3,0.01796407185628747,8.5,8.28,0.024715702615282716,4366650.333333333,0.05000000000000012,[0.31818182 0.         1.        ],2,2024-09-06,2024-09-10,688313
13,0.5498812351543944,13.05,8.17,0.06431557814890292,9901305.0,0.3561538461538462,"[0.05122951 0.04713115 0.01434426 0.         0.03483607 0.0307377
 0.04508197 0.14959016 0.15163934 0.19262295 0.28893443 0.6147541
 1.        ]",3,2024-09-11,2024-10-08,688313
4,-0.027467811158798306,11.65,11.12,0.028493904541854524,18965408.0,-0.08000000000000007,[1.         0.83018868 0.         0.39622642],4,2024-10-09,2024-10-14,688313
12,0.4909090909090908,16.4,10.95,0.047194046366896426,39544945.166666664,0.4499999999999999,"[0.00917431 0.         0.1266055  0.48440367 0.56880734 0.62201835
 0.70642202 0.80550459 0.81100917 0.91192661 0.91743119 1.        ]",5,2024-10-15,2024-10-30,688313
4,-0.007010834926704871,15.69,15.08,0.03307686073784323,29087726.5,-0.027499999999999858,[1.         0.         0.19672131 0.81967213],6,2024-10-31,2024-11-05,688313
4,0.10819672131147531,16.9,15.25,0.034151981226291914,25100855.75,0.41249999999999964,[0.         0.07878788 0.2969697  1.        ],7,2024-11-06,2024-11-11,688313
7,-0.07985028072364324,16.1,13.98,0.03929552571932062,16162918.714285715,-0.18285714285714302,"[0.96698113 1.         0.5754717  0.1509434  0.         0.23113208
 0.36320755]",8,2024-11-12,2024-11-20,688313
5,-0.02673063742289243,14.59,13.75,0.03716193228733915,11908966.8,-0.07800000000000011,[1.         0.02380952 0.10714286 0.         0.53571429],9,2024-11-21,2024-11-27,688313
3,0.03179190751445083,14.28,13.84,0.010077767779303767,11010955.0,0.1466666666666665,[0.         0.27272727 1.        ],10,2024-11-28,2024-12-02,688313
3,0.01705756929637528,14.31,13.9,0.02940068523044924,12552893.0,0.08000000000000007,[0.41463415 0.         1.        ],11,2024-12-03,2024-12-05,688313
4,0.012640449438202228,14.42,14.03,0.020695095403220894,13030682.0,0.04499999999999993,[0.53846154 0.         0.05128205 1.        ],12,2024-12-06,2024-12-11,688313
